Customer;XDC;Size;Coating;Amount;Fitting;Date_Order;Date_Delivery_Ought;Date_Delivery_Is;Delivery_Comment;General_Comment;Division_Tag;Machine;Machine_Comment;Machine_Type;Training_Kits;Dummy_Sets;Channels;Delivery_Time;Locality_Country;Locality_City;Sci_Ltd;Sci_Inc;Contract_Manufacturing;Replacement_Delivery;Replacement_for_ID;PO;PO_Inc;OC_AG;OC_Inc;Date_Order_Month;Date_Delivery_Month;Date_Order_Year;Date_Delivery_Year;Finished
Luminex Operation;PDC;80;T1;1.0;S5/S11;2022-02-15;2022-04-15;2022-04-29;Part 2;APR22 Call Off;;;;;;;;;USA;Northbrook;;1.0;;;;150495;100804;26893;;2022-02;2022-04;2022.0;2022.0;1
UniSensor S.A.;PDC;80;T2;5.0;S5/S11;2022-01-04;2022-03-29;2022-05-05;Part 2;;;;;;;;;;Belgium;Ougree;;;;;;810075;;26755;;2022-01;2022-05;2022.0;2022.0;1
UniSensor S.A.;PDC;80;T3;5.0;S5/S11;2022-01-04;2022-03-29;2022-05-05;Part 2;;;;;;;;;;Belgium;Ougree;;;;;;810075;;26755;;2022-01;2022-05;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-04-20;2022-04-29;2022-04-28;;;;;;;;;;;Ireland;Donegal;;;;1.0;134408;4700765574-1417-IED;;25718;;2022-04;2022-04;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-04-20;2022-04-29;2022-04-28;;;;;;;;;;;Ireland;Donegal;;;;1.0;141950;4700765574-1417-IED;;25718;;2022-04;2022-04;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-04-20;2022-04-29;2022-04-28;;;;;;;;;;;Ireland;Donegal;;;;1.0;144342;4700765574-1417-IED;;25718;;2022-04;2022-04;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-04-20;2022-04-29;2022-04-28;;;;;;;;;;;Ireland;Donegal;;;;1.0;135616;4700765574-1417-IED;;25718;;2022-04;2022-04;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-04-20;2022-04-29;2022-04-28;;;;;;;;;;;Ireland;Donegal;;;;1.0;135577;4700765574-1417-IED;;25718;;2022-04;2022-04;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-04-20;2022-04-29;2022-04-28;;;;;;;;;;;Ireland;Donegal;;;;1.0;135501;4700765574-1417-IED;;25718;;2022-04;2022-04;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-04-20;2022-04-29;2022-04-28;;;;;;;;;;;Ireland;Donegal;;;;1.0;135297;4700765574-1417-IED;;25718;;2022-04;2022-04;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-04-20;2022-04-29;2022-04-28;;;;;;;;;;;Ireland;Donegal;;;;1.0;133545;4700765574-1417-IED;;25718;;2022-04;2022-04;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-04-20;2022-04-29;2022-04-28;;;;;;;;;;;Ireland;Donegal;;;;1.0;140149;4700765574-1417-IED;;25718;;2022-04;2022-04;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-04-20;2022-04-29;2022-04-28;;;;;;;;;;;Ireland;Donegal;;;;1.0;134304;4700765574-1417-IED;;25718;;2022-04;2022-04;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-04-20;2022-04-29;2022-04-28;;;;;;;;;;;Ireland;Donegal;;;;1.0;132108;4700765574-1417-IED;;25718;;2022-04;2022-04;2022.0;2022.0;1
ADC;PDC;80;T2;30.0;S3;2021-11-01;2021-11-30;2022-04-29;Part 3;November call off;;;;;;;;;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-11;2022-04;2021.0;2022.0;1
Quotient Suisse;PDC;70;T2;4.0;S5/S11;2022-04-13;2022-07-06;2022-05-27;1TK @ 2022-05-27;;;1.0;S3_27078;S3;1.0;;4;;Switzerland;Eysins;;;;;;10351;;27078;;2022-04;2022-05;2022.0;2022.0;1
Vitro S.A.;PDC;90;T1;1.0;S5/S11;2022-04-26;2022-07-19;2022-06-08;;;;;;;;;;;Spain;Granada;;;;;;CP22-001467;;27089;;2022-04;2022-06;2022.0;2022.0;1
Vitro S.A.;PDC;90;T3;1.0;S5/S11;2022-04-26;2022-07-19;2022-06-08;;;;;;;;;;;Spain;Granada;;;;;;CP22-001467;;27089;;2022-04;2022-06;2022.0;2022.0;1
Immunovia AB;PDC;70;T3;2.0;S5/S11;2022-02-27;2022-07-21;2022-06-10;Order erhalten @ 2022-04-27;;;;;;;;;;Sweden;Lund;;;;;;#20030;;27095;;2022-02;2022-06;2022.0;2022.0;1
K&K Constultant Group Inc;PDC;80;T2;8.0;S5/S11;2022-04-25;2022-07-19;2022-06-02;;;;;;;;;;;USA;Torrance;;1.0;;;;15494;100844;27100;;2022-04;2022-06;2022.0;2022.0;1
Duke University Healthsystems Inc;PDC;70;T3;2.0;S5/S11;2022-04-25;2022-07-18;2022-06-10;;;;;;;;;;;USA;Durham;;1.0;;;;4551156270;100843;27101;;2022-04;2022-06;2022.0;2022.0;1
ADC;PDC;90;T3;5.0;S3;2022-04-26;2022-07-19;2022-06-17;;;;;;;;;;;USA;Alameda;;1.0;;;;4700875339;;27103;;2022-04;2022-06;2022.0;2022.0;1
Invitae Corporation;PDC;80;T1;12.0;S5/S11;2022-04-28;2022-07-21;2022-06-30;;;;;;;;;;;USA;San Francisco;;1.0;;;;PO104052;;27105;;2022-04;2022-06;2022.0;2022.0;1
Uni Oxford;PDC-C;CM;;2.0;S5/S11;2022-04-23;;2022-07-06;1TK! 2022-07-06;;Target Discovery Institute;1.0;CO F1.4 - 27090;CO F1.4;1.0;;;;UK;Oxfordshire;;;;;;AJ2053102;;27090;;2022-04;2022-07;2022.0;2022.0;1
Uni Oxford;PDC-C;CL;;2.0;S5/S11;2022-04-23;;2022-07-06;;;Target Discovery Institute;1.0;CO F1.4 - 27090;CO F1.4;1.0;;;;UK;Oxfordshire;;;;;;AJ2053102;;27090;;2022-04;2022-07;2022.0;2022.0;1
Universitätsmedizin Mannheim;PDC;100;T4;1.0;S5/S11;2022-04-27;2022-07-20;2022-06-17;;;Medizinische Fakultät Mannheim;;;;;;;;Germany;Mannheim;;;;;;4500056015;;27110;;2022-04;2022-06;2022.0;2022.0;1
Scienion Ltd;PDC;70;T1;12.0;S3;2022-04-28;2022-06-15;2022-07-05;;;;;;;;;;;UK;Chichester;;;;;;PO-0458;;27112;;2022-04;2022-07;2022.0;2022.0;1
Scienion GmbH;PDC;80;T1;4.0;S5/S11;2022-04-28;2022-05-30;2022-06-08;;;;;;;;;;;Germany;Berlin;;;;;;PDCs für Project cellenCHIPS;;27111;;2022-04;2022-06;2022.0;2022.0;1
Randox Teoranta;PDC;80;;1.0;S5/S11;2022-05-03;2022-05-06;2022-05-03;;;;;;;;;;;Ireland;Dungloe;;;;1.0;137083;524540;;26501;;2022-05;2022-05;2022.0;2022.0;1
Randox Teoranta;PDC;80;;1.0;S5/S11;2022-05-03;2022-05-06;2022-05-03;;;;;;;;;;;Ireland;Dungloe;;;;1.0;137083;525247;;26817;;2022-05;2022-05;2022.0;2022.0;1
Pamgene International B.V.;PDC;70;;1.0;S5/S11;2022-05-05;2022-05-10;2022-05-06;;;;;;;;;;;Netherlands;Hertogenbosch;;;;1.0;135441;PO-MAN-000426;;26519;;2022-05;2022-05;2022.0;2022.0;1
Pamgene International B.V.;PDC;70;;1.0;S5/S11;2022-05-05;2022-05-10;2022-05-06;;;;;;;;;;;Netherlands;Hertogenbosch;;;;1.0;144391;PO-MAN-000426;;26519;;2022-05;2022-05;2022.0;2022.0;1
Applied Microarrays Inc;PDC;70;T2;4.0;S5/S11;2021-12-20;2022-03-14;2022-05-06;Part 2;;;;;;;;;;USA;Tempe;;1.0;;;;#512 (MFSLTGKUQ);;26733;;2021-12;2022-05;2021.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-05-04;2022-05-13;2022-05-12;RECOND;;;;;;;;;;UK;Witney;;;;1.0;144576;0A84899;;26687;;2022-05;2022-05;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-05-04;2022-05-13;2022-05-12;RECOND;;;;;;;;;;UK;Witney;;;;1.0;144745;0A84899;;26687;;2022-05;2022-05;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-05-04;2022-05-13;2022-05-12;RECOND;;;;;;;;;;UK;Witney;;;;1.0;138403;0A84899;;26687;;2022-05;2022-05;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-05-04;2022-05-13;2022-05-12;RECOND;;;;;;;;;;UK;Witney;;;;1.0;135644;0A84899;;26687;;2022-05;2022-05;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-05-04;2022-05-13;2022-05-12;;;;;;;;;;;UK;Witney;;;;1.0;136096;0A84899;;26687;;2022-05;2022-05;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-05-04;2022-05-13;2022-05-12;;;;;;;;;;;UK;Witney;;;;1.0;144199;0A84899;;26687;;2022-05;2022-05;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-05-04;2022-05-13;2022-05-12;;;;;;;;;;;UK;Witney;;;;1.0;144376;0A84899;;26687;;2022-05;2022-05;2022.0;2022.0;1
Scienion Inc;PDC;Training;;1.0;S5/S11;2022-04-29;2022-07-22;;nur 1TK / INC PDC Manufacturing_stop;;;1.0;S3_27108_PDC;S3;1.0;;2;;USA;Phoenix;;;;;;PHX PDC Manufacture;;27108;;2022-04;;2022.0;;0
Scienion Inc;PDC;Training;;1.0;S5/S11;2022-04-29;2022-07-22;;nur 1TK / INC PDC Manufacturing_stop;;;1.0;S3_27109_PDC;S3;1.0;;2;;USA;Phoenix;;;;;;PDC MFG;;27109;;2022-04;;2022.0;;0
iLINE Microsystems S.L.;PDC;90;;4.0;S5/S11;2022-05-02;2022-07-25;2022-06-17;;;;;;;;;;;Spain;San Sebastian;;;;;;2200332;;27113;;2022-05;2022-06;2022.0;2022.0;1
IMEC vzw;PDC;100;;1.0;S5/S11;2022-04-27;2022-07-20;2022-07-20;;;;;;;;;;;Belgium;Leuven;;;;;;12205198;;27118;;2022-04;2022-07;2022.0;2022.0;1
IMEC vzw;PDC;100;T1;1.0;S5/S11;2022-04-27;2022-07-20;2022-07-20;;;;;;;;;;;Belgium;Leuven;;;;;;12205198;;27118;;2022-04;2022-07;2022.0;2022.0;1
IMEC vzw;PDC;100;T2;1.0;S5/S11;2022-04-27;2022-07-20;2022-07-20;;;;;;;;;;;Belgium;Leuven;;;;;;12205198;;27118;;2022-04;2022-07;2022.0;2022.0;1
IMEC vzw;PDC;100;T3;1.0;S5/S11;2022-04-27;2022-07-20;2022-07-20;;;;;;;;;;;Belgium;Leuven;;;;;;12205198;;27118;;2022-04;2022-07;2022.0;2022.0;1
UCSF;PDC;60;T4;1.0;S5/S11;2022-05-02;2022-07-25;2022-06-08;;;BH 304A;;;;;;;;USA;San Francisco;;1.0;;;;B002303111;100849;27119;;2022-05;2022-06;2022.0;2022.0;1
Minifab PTY Ltd;PDC;70;T4;12.0;S5/S11;2022-05-04;2022-07-27;2022-06-28;;;;;;;;;;;Australia;Scoresby;;1.0;;;;P16218;100850;27123;202138.0;2022-05;2022-06;2022.0;2022.0;1
Johns Hopkins University;PDC;80;;1.0;S5/S11;2022-05-06;2022-07-29;2022-07-28;;;;;;;;;;;USA;Baltimore;;1.0;;;;2005445328;100853;27124;202132.0;2022-05;2022-07;2022.0;2022.0;1
Johns Hopkins University;PDC-C;CM;;2.0;S5/S11;2022-05-06;2022-07-29;2022-07-28;;;;;;;;;;;USA;Baltimore;;1.0;;;;2005445328;100853;27124;202132.0;2022-05;2022-07;2022.0;2022.0;1
InDevR Inc;PDC;70;T2;2.0;S5/S11;2022-05-05;2022-07-28;2022-06-10;;;;;;;;;;;USA;Boulder;;1.0;;;;P6561;100852;27131;202139.0;2022-05;2022-06;2022.0;2022.0;1
Erasmus MC Rotterdam;PDC;90;T2;2.0;S5/S11;2022-05-06;2022-07-29;2022-06-11;;;;;;;;;;;Netherlands;Rotterdam;;;;;;11121824;;27132;;2022-05;2022-06;2022.0;2022.0;1
Université de Rennes;PDC-C;CL;T3;1.0;S5/S11;2022-05-06;2022-07-29;2022-05-30;;;;;;;;;;;France;Rennes Cedex;;;;;;#20032;;27129;;2022-05;2022-05;2022.0;2022.0;1
RemAb Therapeutics SL;PDC;100;T4;8.0;S5/S11;2022-05-06;2022-07-29;2022-08-02;;;;;;;;;;;Spain;Barcelona;;;;;;SC-0122;;27139;;2022-05;2022-08;2022.0;2022.0;1
Innobiochips;PDC;90;T3;1.0;S5/S11;2022-05-03;2022-07-26;2022-05-27;;;;;;;;;;;France;Loos;;;;;;2205-401-GD;;27143;;2022-05;2022-05;2022.0;2022.0;1
UMG Universitätsmedizin Göttingen;PDC-C;CM;;1.0;S5/S11;2022-05-12;2022-05-20;2022-05-27;;;;;;;;;;;Germany;Göttingen;;;;1.0;136195;A-4501799031;;26827;;2022-05;2022-05;2022.0;2022.0;1
UMG Universitätsmedizin Göttingen;PDC-C;CM;;1.0;S5/S11;2022-05-12;2022-05-20;2022-05-27;;;;;;;;;;;Germany;Göttingen;;;;1.0;136345;A-4501799031;;26827;;2022-05;2022-05;2022.0;2022.0;1
UMG Universitätsmedizin Göttingen;PDC-C;CM;;1.0;S5/S11;2022-05-12;2022-05-20;2022-05-27;;;;;;;;;;;Germany;Göttingen;;;;1.0;136200;A-4501799031;;26827;;2022-05;2022-05;2022.0;2022.0;1
Torus Biosystems Inc;PDC;60;T3;2.0;S5/S11;2021-12-15;2022-03-09;2022-05-16;Part 2;;;;;;;;;;USA;Cambridge;;1.0;;;;#511 (BKTFIZFKY);;26720;;2021-12;2022-05;2021.0;2022.0;1
TU München;PDC;80;;1.0;S5/S11;2022-05-11;2022-08-03;2022-06-24;;;Fakultät der Chemie;;;;;;;;Germany;Garching;;;;;;220511-PN-DE-01;;27146;;2022-05;2022-06;2022.0;2022.0;1
Scienion GmbH;PDC;80;T3;2.0;S5/S11;2022-05-11;2022-07-06;2022-06-21;an Elke übergeben 2022-06-21;;;;;;;;;;Germany;Berlin;;;;;;20220419;;27148;;2022-05;2022-06;2022.0;2022.0;1
Scienion GmbH;PDC;80;T4;2.0;S5/S11;2022-05-11;2022-07-06;2022-06-21;an Elke übergeben 2022-06-21;;;;;;;;;;Germany;Berlin;;;;;;20220419;;27148;;2022-05;2022-06;2022.0;2022.0;1
Scienion Inc;PDC;70;T2;2.0;S5/S11;2022-05-10;2022-08-02;2022-07-28;1TK!;;;1.0;CO F1.4 - 27149;CO F1.4;1.0;;1;;USA;Phoenix;;;;;;100855 First machine;;27149;;2022-05;2022-07;2022.0;2022.0;1
Scienion Inc;PDC-C;CM;;2.0;S5/S11;2022-05-10;2022-08-02;2022-07-28;;;;1.0;CO F1.4 - 27149;CO F1.4;;;1;;USA;Phoenix;;;;;;100855 First machine;;27149;;2022-05;2022-07;2022.0;2022.0;1
Scienion Inc;PDC;70;T2;2.0;S5/S11;2022-05-10;2022-08-02;2022-07-28;1TK!;;;1.0;CO F1.4 - 27150;CO F1.4;1.0;;1;;USA;Phoenix;;;;;;100855 Second machine;;27150;;2022-05;2022-07;2022.0;2022.0;1
Scienion Inc;PDC;CM;;2.0;S5/S11;2022-05-10;2022-08-02;2022-07-28;;;;1.0;CO F1.4 - 27150;CO F1.4;;;1;;USA;Phoenix;;;;;;100855 Second machine;;27150;;2022-05;2022-07;2022.0;2022.0;1
SLAC National Accelerator Laboratory;PDC;60;T3;3.0;S5/S11;2022-05-10;2022-08-02;2022-06-20;;;;;;;;;;;USA;Menlo Park;;1.0;;;;SLAC-0000220481;100856;27152;;2022-05;2022-06;2022.0;2022.0;1
Abcam Plc (UK);PDC-C;CM;;4.0;S5/S11;2022-05-09;2022-08-01;2022-07-28;;;;;;;;;;;UK;Cambridge;;;;;;UKD110017001PO;;27156;;2022-05;2022-07;2022.0;2022.0;1
Cedars-Sinai;PDC-C;CL;;2.0;S5/S11;2022-05-11;2022-08-03;2022-08-15;;;;;;;;;;;USA;Los Angeles;;1.0;;;;0002035357;100860;27157;202146.0;2022-05;2022-08;2022.0;2022.0;1
Safeguard Biosystems Inc;PDC;90;T2;2.0;S5/S11;2022-05-12;2022-08-04;2022-07-07;;;;;;;;;;;USA;Northvale;;1.0;;;;20035;100858;27159;202143.0;2022-05;2022-07;2022.0;2022.0;1
Nanosynex Ltd;PDC;60;;4.0;S5/S11;2022-05-11;2022-08-03;;1TK / sciPULSE!!!;;;1.0;S12_27155;S12;1.0;;1;;Israel;Ness Ziona;;;;;;100535;;27155;;2022-05;;2022.0;;0
InSilixa Inc (Cepheid);PDC;60;T1;10.0;S5/S11;2022-05-13;2022-08-04;2022-06-21;neue Anschrift beachten!;Part 1;;;;;;;;;USA;Sunnyvale;;1.0;;;;4700066316;100861;27161;202147.0;2022-05;2022-06;2022.0;2022.0;1
Utrecht University (UMC);PDC-C;CM;;5.0;S5/S11;2022-05-16;2022-08-08;2022-08-10;;;;;;;;;;;Netherlands;Utrecht;;;;;;5700246623;;27165;;2022-05;2022-08;2022.0;2022.0;1
Abcam Plc (USA);PDC-C;CM;;4.0;S5/S11;2022-05-16;2022-08-08;2022-08-09;;;;;;;;;;;USA;Waltham;;;;;;BOS100003407PO;100862;27167;202149.0;2022-05;2022-08;2022.0;2022.0;1
Rice University;PDC;70;T3;1.0;S5/S11;2022-05-16;2022-08-08;2022-06-24;;;;;;;;;;;USA;Houston;;1.0;;;;X03039553;100863;27169;202150.0;2022-05;2022-06;2022.0;2022.0;1
Minifab PTY Ltd;PDC;70;T4;12.0;S5/S11;2022-05-17;2022-08-09;2022-07-12;;;;;;;;;;;Australia;Scoresby;;1.0;;;;P16273;100864;27175;202151.0;2022-05;2022-07;2022.0;2022.0;1
ADC;PDC;90;T2;2.0;S3;2022-05-16;2022-08-08;2022-06-16;;;;;;;;;;;USA;Alameda;;1.0;;;;4700892681;;27176;;2022-05;2022-06;2022.0;2022.0;1
Randox Teoranta;PDC;80;;10.0;S5/S11;2022-02-28;2022-05-23;2022-05-18;Part 2;;;;;;;;;;Ireland;Dungloe;;;;;;525495;;26929;;2022-02;2022-05;2022.0;2022.0;1
Innobiochips;PDC;90;T3;1.0;S5/S11;2022-05-17;2022-08-09;2022-05-27;;;;;;;;;;;France;Loos;;;;;;2205-412;;27178;;2022-05;2022-05;2022.0;2022.0;1
UniSensor S.A.;PDC;80;T2;10.0;S5/S11;2022-05-18;2022-08-10;2022-06-02;;;;;;;;;;;Belgium;Ougree;;;;;;810426;;27180;;2022-05;2022-06;2022.0;2022.0;1
UniSensor S.A.;PDC;80;T3;10.0;S5/S11;2022-05-18;2022-08-10;2022-07-20;;;;;;;;;;;Belgium;Ougree;;;;;;810426;;27180;;2022-05;2022-07;2022.0;2022.0;1
UniSensor S.A.;PDC;100;T2;3.0;S5/S11;2022-05-18;2022-08-10;2022-07-20;;;;;;;;;;;Belgium;Ougree;;;;;;810426;;27180;;2022-05;2022-07;2022.0;2022.0;1
UniSensor S.A.;PDC;100;T3;3.0;S5/S11;2022-05-18;2022-08-10;2022-07-20;;;;;;;;;;;Belgium;Ougree;;;;;;810426;;27180;;2022-05;2022-07;2022.0;2022.0;1
ISAR Bioscience GmbH;PDC;80;;1.0;S5/S11;2022-05-17;;2022-06-15;1TK @ 2022-06-15;;;1.0;S3_27177;S3;1.0;;1;;Germany;Planegg;;;;;;220516-PN-DE-01 / 02;;27177;;2022-05;2022-06;2022.0;2022.0;1
Scienion Ltd;NDC;sN100;T1sym;2.0;LEE;2022-05-13;;;1TK!;;;;;;;;;;UK;Chichester;;;;;;PO-0468;;27162;;2022-05;;2022.0;;0
Scienion Ltd;NDC;sN200;T1sym;2.0;LEE;2022-05-13;;;;;;;;;;;;;UK;Chichester;;;;;;PO-0468;;27162;;2022-05;;2022.0;;0
Scienion Ltd;NDC;sN300;T1sym;2.0;LEE;2022-05-13;;;;;;;;;;;;;UK;Chichester;;;;;;PO-0468;;27162;;2022-05;;2022.0;;0
Scienion Ltd;NDC;sN400;T1sym;2.0;LEE;2022-05-13;;;;;;;;;;;;;UK;Chichester;;;;;;PO-0468;;27162;;2022-05;;2022.0;;0
Scienion Ltd;NDC;sN500;T1sym;2.0;LEE;2022-05-13;;;;;;;;;;;;;UK;Chichester;;;;;;PO-0468;;27162;;2022-05;;2022.0;;0
UniSensor S.A.;PDC;80;T3;1.0;S5/S11;2022-05-18;2022-05-26;2022-05-23;;;;;;;;;;;Belgium;Ougree;;;;1.0;145242;810075;;26755;;2022-05;2022-05;2022.0;2022.0;1
ADC;PDC;80;T2;1.0;S3;2022-05-19;2022-05-27;2022-05-24;;;;;;;;;;;Ireland;Donegal;;;;1.0;134928;0A84899;;26687;;2022-05;2022-05;2022.0;2022.0;1
ADC;PDC;80;T2;30.0;S3;2021-12-01;2021-12-23;2022-05-17;Part 2;December call off;;;;;;;;;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-12;2022-05;2021.0;2022.0;1
ADC;PDC;80;T2;25.0;S3;2021-12-01;2021-12-23;2022-06-08;Part 4;December call off;;;;;;;;;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-12;2022-06;2021.0;2022.0;1
Spectragenetics;PDC;70;T1;2.0;S5/S11;2022-04-30;2022-07-23;2022-06-21;;;;;;;;;;;USA;Pittsburgh;;1.0;;;;001548;100842;27170;;2022-04;2022-06;2022.0;2022.0;1
Spectragenetics;PDC;80;T1;2.0;S5/S11;2022-04-30;2022-07-23;2022-06-21;;;;;;;;;;;USA;Pittsburgh;;1.0;;;;001548;100842;27170;;2022-04;2022-06;2022.0;2022.0;1
Scienion GmbH;PDC;80;T3;1.0;S5/S11;2022-05-18;2022-06-20;2022-06-21;Tara;;;;;;;;;;Germany;Berlin;;;;;;Projekte wie CSEM und Mobidiag;;27181;;2022-05;2022-06;2022.0;2022.0;1
Aesku.Diagnostics GmbH;PDC;70;T4;20.0;S5/S11;2022-05-17;2022-08-09;2022-07-11;;;;;;;;;;;Germany;Wendelsheim;;;;;;2022-10677;;27182;;2022-05;2022-07;2022.0;2022.0;1
VTT Technical Research Centre Finland;PDC;70;T2;1.0;S5/S11;2022-05-16;2022-07-25;2022-07-07;;;;;;;;;;;Finnland;Turku;;;;;;752756;;27187;;2022-05;2022-07;2022.0;2022.0;1
VTT Technical Research Centre Finland;PDC;80;T2;1.0;S5/S11;2022-05-16;2022-07-25;2022-07-07;;;;;;;;;;;Finnland;Turku;;;;;;752756;;27187;;2022-05;2022-07;2022.0;2022.0;1
Altos Labs Inc;PDC-C;CM;;2.0;S5/S11;2022-05-12;2022-08-04;2022-07-20;1TK! Gesendet 2022-07-20;;;1.0;CO F1.4 - 27183;;1.0;;;;UK;Cambridge;;;;;;700998;;27183;;2022-05;2022-07;2022.0;2022.0;1
Mecwins SA;PDC;70;T3;1.0;S3;2022-03-07;2022-05-30;2022-05-30;;;;;;;;;;;Spain;Madrid;;;;;;#20013;;26956;;2022-03;2022-05;2022.0;2022.0;1
Cedars-Sinai;PDC;80;;1.0;S5/S11;2022-05-19;2022-08-11;2022-07-14;;;;;;;;;;;USA;Los Angeles;;1.0;;;;0002039181;100867;27194;202154.0;2022-05;2022-07;2022.0;2022.0;1
Cedars-Sinai;PDC-C;CM;;2.0;S5/S11;2022-05-19;2022-08-11;2022-07-14;;;;;;;;;;;USA;Los Angeles;;1.0;;;;0002039181;100867;27194;202154.0;2022-05;2022-07;2022.0;2022.0;1
UCSF;PDC;90;T3;1.0;S5/S11;2022-05-20;2022-08-12;2022-06-29;;;BH 304A;;;;;;;;USA;San Francisco;;1.0;;;;B002317166;100868;27195;202155.0;2022-05;2022-06;2022.0;2022.0;1
RIVM;PDC;70;T3;1.0;S5/S11;2022-05-19;2022-08-11;2022-06-24;;;;;;;;;;;Netherlands;Bilthoven;;;;;;3910160194;;27196;;2022-05;2022-06;2022.0;2022.0;1
Mobidiag Ltd (Hologic);PDC;70;T2;2.0;S5/S11;2022-05-20;2022-08-12;2022-06-01;1TK @ 2022-06-01;;;1.0;SX_27199;SX;1.0;;2;;Finnland;Espoo;;;;;;100001572;;27199;;2022-05;2022-06;2022.0;2022.0;1
Uni Portsmouth;PDC;80;T2;1.0;S5/S11;2022-05-20;2022-08-12;2022-06-29;;;Institute of Biomedical andBiomolecular Sciences;;;;;;;;UK;Portsmouth;;;;;;BIO33099;;27200;;2022-05;2022-06;2022.0;2022.0;1
Universitätsklinikum Mainz;PDC;70;T2;1.0;S3;2022-05-23;2022-08-13;2022-06-21;;;Johannes Gutenberg - Universität Mainz;;;;;;;;Germany;Mainz;;;;;;4510728764;;27201;;2022-05;2022-06;2022.0;2022.0;1
Universitätsklinikum Mainz;PDC;70;;1.0;S3;2022-05-23;2022-08-13;2022-06-21;;;Johannes Gutenberg - Universität Mainz;;;;;;;;Germany;Mainz;;;;;;4510728764;;27201;;2022-05;2022-06;2022.0;2022.0;1
ADC;PDC;80;T2;30.0;S3;2021-12-01;2021-12-23;2022-05-27;Part 3;December call off;;;;;;;;;Ireland;Donegal;;;;;;4700765574-1417-IED;;25718;;2021-12;2022-05;2021.0;2022.0;1
Beth Israel Deaconess Medical Center;PDC;70;T1;1.0;S5/S11;2022-05-20;2022-08-12;2022-06-29;1 TK @ 2022-06-29;;;1.0;SX_27190;SX;1.0;;4;;USA;Boston;;;;;;2220017402;100859;27190;202135.0;2022-05;2022-06;2022.0;2022.0;1
Beth Israel Deaconess Medical Center;PDC;70;T2;1.0;S5/S11;2022-05-20;2022-08-12;2022-06-24;;;;1.0;SX_27190;SX;;;4;;USA;Boston;;;;;;2220017402;100859;27190;202135.0;2022-05;2022-06;2022.0;2022.0;1
Beth Israel Deaconess Medical Center;PDC;70;T3;4.0;S5/S11;2022-05-20;2022-08-12;2022-06-24;;;;1.0;SX_27190;SX;;;4;;USA;Boston;;;;;;2220017402;100859;27190;202135.0;2022-05;2022-06;2022.0;2022.0;1
Beth Israel Deaconess Medical Center;PDC;70;T4;1.0;S5/S11;2022-05-20;2022-08-12;2022-06-29;;;;1.0;SX_27190;SX;;;4;;USA;Boston;;;;;;2220017402;100859;27190;202135.0;2022-05;2022-06;2022.0;2022.0;1
Mint Diagnostics Ltd;PDC;80;;1.0;S5/S11;2022-04-08;2022-07-22;2022-07-06;Order erhalten @ 2022-05-27;;;;;;;;;;UK;Sittingbourne;;;;;;PO-0816;;27063;;2022-04;2022-07;2022.0;2022.0;1
Mint Diagnostics Ltd;PDC;80;T2;1.0;S5/S11;2022-04-08;2022-07-22;2022-07-06;Order erhalten @ 2022-05-27;;;;;;;;;;UK;Sittingbourne;;;;;;PO-0816;;27063;;2022-04;2022-07;2022.0;2022.0;1
EWHA Womans University;PDC;70;;3.0;S5/S11;2022-05-23;2022-08-15;2022-07-04;;;;;;;;;;;South Korea;Seoul;;;;;;20220516-01-KR-Asia-PDC;;27205;;2022-05;2022-07;2022.0;2022.0;1
ICR;PDC-C;CM;;1.0;S5/S11;2022-05-24;2022-08-16;2022-08-09;;;Institute of Cancer Reaearch;;;;;;;;UK;Surrey;;;;;;36176192;;27210;;2022-05;2022-08;2022.0;2022.0;1
Zhongke Scientific & Technical Co. Ltd;PDC;80;T2;1.0;S5/S11;2022-05-31;2022-06-03;2022-06-02;;;Nanjing Eaglenos;;;;;;;;China;Guangzhou;;;;1.0;145035;220120-NS-PDC-01;;26880;;2022-05;2022-06;2022.0;2022.0;1
